Date/Time, City, State, Shape, Duration, Summary, Posted
2013-05-25T23:00:00Z, Springfield, OH, Circle, 30 minutes, Red fireballs in sky completely red, 6/2/2013
2013-05-25T23:00:00Z, Youngstown, OH, Chevron, 6 minutes, "May 25, 2013 driving home on dark country road a brilliant red object appeared off to my right and went west.", 7/3/2013
2013-05-25T14:00:00Z, Convoy, OH, Sphere, 60 seconds, "Shiny silver sphere, no lights, propellers, or smoke seen", 6/2/2013
2013-05-19T21:30:00Z, Columbus, OH, Other, 5-10 minutes, Strange lights over the sky in northwest Columbus, 6/2/2013
2013-05-13T23:00:00Z, Columbus, OH, Changing, 15 minutes, Three red-lighted objects forming a triangle shape in the sky moves around and then disappears!, 5/15/2013
2013-05-12T21:40:00Z, Brunswick, OH, Light, 4 minutes, "Bright orange object emitting no sound seen flying over Brunswick, Ohio.", 5/15/2013
2013-05-11T21:56:00Z, Bolivar, OH, Light, 30-45 seconds, 7 red glowing forms travelling north in formation then disappearing., 5/15/2013
2013-05-07T23:00:00Z, Lima, OH, Fireball, 5 minutes, "In the lead were two, then two more side by side, then the last three strung out behind the four.", 7/22/2013
2013-05-04T21:00:00Z, Brunswick, OH, Fireball, 10 minutes, "9 orange orbs in formations over 9 minutes. May 4, 2013 OH.", 5/15/2013
2013-05-01T22:00:00Z, Toledo, OH, Oval, 2:00, , 1/24/2014
2013-04-27T22:00:00Z, Union Town, OH, Circle, , This is not of this world, 5/15/2013
2013-04-26T22:00:00Z, Toledo, OH, Fireball, 3-4 minutes, "Seven Fireball-like objects spotted in Toledo, Ohio", 5/15/2013
2013-04-25T07:35:00Z, Bexley, OH, Light, 3-5 minutes, Approximately 7:35 A.M. one orange horizontal light that expands and shrinks between 1-3 foot., 5/15/2013
2013-04-20T21:20:00Z, Avon, OH, Changing, 40 seconds, "There were 3 lights that were changing shapes, they were orange lights then they turned a little red and then went back to orange, ", 5/15/2013
2013-04-16T03:30:00Z, Louisville, OH, Circle, 5 minutes, "My girlfriend and I saw moving lights this morning that looked piloted by humans, but they areas far away as a star!", 5/15/2013
2013-04-15T10:25:00Z, Nelsonville, OH, Orb, 15, Flashing sphere orb red white blue., 7/3/2013
2013-04-15T10:25:00Z, Nelsonville, OH, Orb, 15, Flashing sphere orb red white blue. ((NUFORC Note: Twinkling star?? PD)), 5/15/2013
2013-04-14T20:57:00Z, Oxford, OH, Formation, 10 minutes, "Broken Line of 20-40 Yellow/Orange Lights Norht of Oxford, Ohio.", 5/15/2013
2013-04-09T21:50:00Z, Columbus, OH, Rectangle, 5 minutes, Giant rectangular craft with cloaking technology witnessed, 5/15/2013
2013-04-09T21:00:00Z, Chillicothe, OH, Sphere, 1 hour?, "Round orange lights that fade in, are stationary, then fade out. One returned multiple times about 10 minutes apart.", 4/12/2013
2013-04-08T17:00:00Z, Port Clinton, OH, Cylinder, 20 minutes, 3 large cylinder shaped crafts flying near Lake Erie, 5/15/2013
2013-04-03T23:00:00Z, Centerville, OH, Circle, 15-20 seconds, Reddish-orange ball of light moving west to east silently have video, 5/15/2013
2013-03-30T22:00:00Z, Pickerington, OH, Triangle, 30 minutes, "Lights in triangle shape above Pickerington, OH.", 4/12/2013
2013-03-28T21:00:00Z, Dayton, OH, Circle, 5 minutes, "There were aircraft in the vicinity, aircraft chasing the object ", 5/15/2013
2013-03-27T19:15:00Z, Canton, OH, Oval, ~1 minute, Metallic bright oval hovering object., 4/4/2014
2013-03-23T10:58:00Z, Akron (Ellet), OH, Triangle, 1 minutes, Black craft silent about the size of a plane., 4/12/2013
2013-03-23T09:11:00Z, Mason, OH, Fireball, 5 minutes, Three followed by one glowing silent red balls in a line., 5/15/2013
2013-03-22T13:35:00Z, Xenia (west of), OH, Unknown, 5 seconds, "Distinct shadow over ground, nothing in the air.", 4/12/2013
2013-03-19T23:00:00Z, North Olmsted, OH, Diamond, >1 hour, This is getting too weird!, 5/15/2013
2013-03-10T21:30:00Z, New Washington, OH, Light, 2 hours?, "Flashing lights in New Washington, Ohio.", 5/15/2013
2013-03-09T21:00:00Z, Bowling Green, OH, Formation, ~1 minute+, Formation of twinkeling and moving amber lights seen at night., 5/15/2013
2013-03-09T11:00:00Z, Lancaster, OH, Rectangle, 5 minutes, Fast moving orange orbs 400 feet in the sky., 5/15/2013
2013-03-09T00:20:00Z, Mansfield, OH, Triangle, 5 minutes, Three lights in a trianglular shape hovering than quickly flying away., 5/15/2013
2013-03-09T00:00:00Z, Columbus, OH, Sphere, 7 minutes, "3/9/ 13 0:00 Columbus, OH Sphere 7 minutes Orange Silent Slow - almost hovering.", 5/15/2013
2013-03-08T21:15:00Z, Akron, OH, Fireball, 5 seconds, Bright white fireball in the northwest sky over Akron. Steakhouse downward from left to right., 4/12/2013
2013-03-08T21:02:00Z, Alliance, OH, Formation, 5-8 minutes, Glowing triangular cluster flies over house with 3-4 chasing from behind, 4/12/2013
2013-03-07T07:50:00Z, Mineral City, OH, Light, 30 seconds, "Moving star, too slow for a shooting star and to fast for a plane. No noice and then just disappeared.", 5/15/2013
2013-03-03T23:00:00Z, Cincinnati, OH, Light, , "Small, yellow star with red beams in W and bright, white light in SW - both disappeared soon after sighting.", 4/12/2013
2013-03-02T19:07:00Z, Akron, OH, Fireball, 6 minutes, "Bright, slow moving, orange lighted orb traveling through sky then vanishes.", 3/3/2013
2013-03-01T22:45:00Z, Dublin, OH, Sphere, 3 minutes, Three fireball looking obects in a triangle pattern then crossed each other followed by a single fireball., 3/18/2014
2013-02-25T05:30:00Z, Columbus, OH, Orb, 30 seconds, "Large formation of 15-20 small white glowing orbs heading northward, vanished.", 2/28/2013
2013-02-21T22:00:00Z, Germantown, OH, Diamond, 4 seconds, 3rd time have appeared In this. Area. Diamond shaped hovered low to the ground for about 4 secs. Had lots of lights. Just disapeared., 2/28/2013
2013-02-20T21:15:00Z, Huber Heights, OH, Unknown, 5 minutes, "There was an object floating in the sky in Dayton, Ohio.", 2/28/2013
2013-02-16T20:00:00Z, Fairlawn, OH, Unknown, 5 minutes, Red-orange lights over Ohio 18 / State Road., 2/18/2013
2013-02-10T20:00:00Z, Parkman, OH, Orb, 6-7 minutes, 7 orange/red orbs in formation over Ohio, 2/18/2013
2013-01-24T21:00:00Z, New Washington, OH, Circle, 5 minutes, "It was slowly moving over our pastures going about 2 mph, It was probably 20-30 feet off the ground. We stopped the car turned everythi", 2/4/2013
2013-01-23T07:10:00Z, Louisville, OH, Circle, Seconds, I was driving to work and saw a bright orange light high in the sky. I initially thought airplane but it was only orange light no red., 2/4/2013
2013-01-18T05:30:00Z, Milan, OH, Orb, 3 minutes, "WHITE FLASH, THEN WHITE ORB LIGHT AND THEN GREEN ORB LIGHT OBSERVED UP CLOSE.", 8/30/2013
2013-01-17T23:11:00Z, Dublin, OH, Circle, 1-2 minutes, "Bright flashing objects appear and rapidly depart, after a brief visit.", 2/4/2013
2013-01-15T17:00:00Z, Mansfield, OH, Circle, 5 minutes, A orange sphere in the sky., 2/4/2013
2013-01-10T22:00:00Z, Springfield, OH, Fireball, 30 minutes, Fireballs over Springfield Ohio., 2/4/2013
2013-01-10T05:20:00Z, North Olmsted, OH, Rectangle, 20 seconds, Stand up Domino Shaped object with Grid chambers of very intense white plasma light strongest white light I have ever seen., 4/23/2015
2013-01-05T18:30:00Z, Canton, OH, Light, few minutes, Multiple red lights moving across the sky., 2/4/2013
2012-12-31T23:00:00Z, Poland, OH, Light, 30 seconds, "Red, round objects moving west to east in possible formation with no sound.", 2/4/2013
2012-12-28T02:30:00Z, Xenia, OH, Orb, 4 seconds, "I WAS WAITN TO PICK UP NEWSPAPERS FOR DELIVERY, I was looking at the moon as there was a giant halo around it that morning when i notice", 2/4/2013
2012-12-23T06:00:00Z, Dublin, OH, Light, 3 seconds, White Light Drops Behind Trees Quickly After Being Stationary In The Sky, 2/4/2013
2012-12-22T21:45:00Z, Pataskala, OH, Sphere, 5 minutes, "Spheres flying in formation, that faded out to nothing.", 2/4/2013
2012-12-22T21:00:00Z, Beavercreek, OH, Light, 5 minutes, Red light objects flying over Dayton, 2/4/2013
2012-12-20T07:00:00Z, Athens, OH, Light, 7:04, "Three strange orange lights Athens, Ohio.", 12/2/2013
2012-12-20T05:30:00Z, LaGrange, OH, Triangle, 5 minutes, Triangle craft with lights in each corner and a large light in the center seen up close., 7/3/2013
2012-12-20T01:00:00Z, Conneaut, OH, , 20 minutes, No object., 2/4/2013
2012-12-14T06:00:00Z, Cincinnati, OH, Orb, 5 seconds, "Bright orb ""free falling.""", 12/20/2012
2012-12-13T23:55:00Z, Sylvania, OH, Disk, 12 minutes, Bright colors flying very rapidly., 12/20/2012
2012-12-12T21:35:00Z, Bay Village, OH, Fireball, 1.5 minutes, "At 9:30 pm on 12/12/25 in bay village, ohio I saw a reddish orange light go from ENE to WSW at lower aircraft altitude.", 2/4/2013
2012-12-12T20:15:00Z, Laurelville, OH, Unknown, 15 to 20 seconds, Star like object traveling west to east at high speed suddenly makes an abrupt U-turn then turns north & vanishes., 12/20/2012
2012-12-12T18:45:00Z, Gallipolis, OH, Fireball, Brief, "Three amber colored oval shaped lights, first time I've ever seen this.", 12/20/2012
2012-12-11T05:00:00Z, Lisbon, OH, Orb, 1 hour, Glowing orb seen 3 days in a row in Ohio., 12/20/2012
2012-12-05T18:46:00Z, Clarksville, OH, Unknown, 2 minutes, Bright Lights in the Eastern Sky., 12/20/2012
2012-12-05T18:45:00Z, Martinsville, OH, Circle, 2 minutes, My family was traviling down st rt 28 heading toward new vianna and right at the flashing lights in martinsvill off to the right., 12/20/2012
2012-12-05T18:40:00Z, Blanchester, OH, Fireball, 10 seconds, Three orange spheres about 15 degrees above the horizon appeared and then 10 seconds later disappeared in the southeastern sky., 12/20/2012
2012-12-05T18:40:00Z, Eastgate, OH, Rectangle, 1 minute, "Yellow lights seen above Eastgate, Ohio appearing-re-appearing in different locations in sky. 6:45 pm 12/2.", 12/20/2012
2012-12-01T18:55:00Z, Dayton, OH, Formation, 10 minutes, 9-12 objects in apparent formation black and firey orange circular on bottom/photos and video captured, 12/20/2012
2012-12-01T18:50:00Z, Dayton, OH, Formation, 10 minutes, Formation of at least 9 flying vessels flying a unique precise pattern and flight path. Circular/Crown Shaped., 12/20/2012
2012-11-30T18:00:00Z, Wilmington, OH, Unknown, various, The Visitors., 2/4/2013
2012-11-28T22:51:00Z, Loveland, OH, Orb, 3 minutes, "Orange orbs over Loveland, OH", 2/4/2013
2012-11-28T13:11:00Z, Greenville, OH, Unknown, instant, "Bright orange flash of light that shone through heavy curtain, and a loud, unsettling, quick boom.", 12/20/2012
2012-11-27T18:15:00Z, Washington Court House, OH, Sphere, 20 seconds, 3 yellowish-orange circular spheres in sky, 12/20/2012
2012-11-22T18:10:00Z, Avon Lake, OH, Fireball, 7 minutes, Red Orange Objects., 12/20/2012
2012-11-22T06:00:00Z, Cleveland, OH, Fireball, 2-4 seconds, Fast bright object very high up in the sky., 12/20/2012
2012-11-21T21:05:00Z, Elyria, OH, Triangle, 2 minutes, "Orange lights in triangular formation over Elyria, Ohio.", 12/20/2012
2012-11-20T19:00:00Z, Lima, OH, Circle, 2 hours, I thought I was seeing a moving low cloud reflecting the light., 12/20/2012
2012-11-19T12:13:00Z, Cleveland, OH, Circle, 5 seconds, "I was outside on my backyard porch looking up into the sky: I then saw a circular shaped object, with bright lights, moving at speeds g", 11/19/2012
2012-11-18T21:15:00Z, Austintown, OH, Orb, 6 minutes, We were outside and these orange circular orbs came out of the eastern sky toward the west moving very slowly ; spaced quite a distance, 2/4/2013
2012-11-18T20:00:00Z, Austintown, OH, Triangle, 10-15 minutes, Orange lights and crafts., 2/7/2014
2012-11-18T20:00:00Z, Huron, OH, Light, 2 hours, Saw strange lights over lake Erie near Huron Ohio for about 2 hours., 12/20/2012
2012-11-17T23:30:00Z, Columbus, OH, Light, 30 minutes, Watching large object separate then merge again., 12/20/2012
2012-11-17T19:17:00Z, Ravenna, OH, Orb, 1 minute, "Two glowing orange fiery orbs sighted by Ravenna, Ohio family", 11/19/2012
2012-11-15T18:33:00Z, Blue Ash, OH, Sphere, 5 minutes, "Blue Ash, Ohio 11/15/2012 around 06:33 PM EST - Single red sphere traveling S/SW below the clouds briefly before disappearing.", 11/19/2012
2012-11-15T06:41:00Z, Cincinnati, OH, Fireball, seconds, I do not know what it was.it was bright green rather large with the stuff around it when something is moving at a high rate of speed an, 11/19/2012
2012-11-14T19:00:00Z, Danville, OH, Light, 5, Red with orange cast dot's started 3 in line spred to right than went to a sloppy box. No noise; gained altitued then faded., 11/19/2012
2012-11-13T20:30:00Z, Columbus, OH, Formation, few minutes, "Three red lights in consistent formation, occasionally vanishing, and re-appearing.", 11/19/2012
2012-11-12T22:30:00Z, Lisbon, OH, Fireball, 10 minutes, I saw it out my window., 11/19/2012
2012-11-11T02:30:00Z, Troy, OH, Orb, 4 seconds, "Large brite orb moving at high speed buzz's house in Troy, Ohio.", 11/19/2012
2012-11-10T23:30:00Z, Hamilton, OH, Triangle, ~4 minutes, Navy triangle over my house, 11/19/2012
2012-11-09T23:30:00Z, Lisbon, OH, Circle, 10 minutes, Bright red circular craft in mid-air doing circles, 11/19/2012
2012-11-09T19:00:00Z, Belpre, OH, Cone, 10 minutes, Glowing cone shaped light over Belpre Ohio 45714, 11/19/2012
2012-11-08T22:45:00Z, Springfield, OH, Oval, 1 minute, Large oval fireball seen traveling rapidly out of sky and hits ground in cornfield., 11/19/2012
2012-11-07T19:45:00Z, Barberton, OH, Fireball, 2-3 minutes, Fire in the sky on a crisp starry fall night., 11/19/2012
2012-11-06T19:30:00Z, Hamilton, OH, Circle, 20 seconds, "On November 06, 2012 we (five of us) at 7:30 pm saw seven to ten bright ""balls"" of light (orange in color) in the sky.", 11/19/2012
2012-11-06T18:30:00Z, Euclid, OH, Light, few seconds, Seen over Route 2 freeway and when he acknowledged it seem to swoop down at his vehicle., 11/19/2012
2012-11-04T20:35:00Z, Loveland, OH, Sphere, 1-2 minutes, We saw a golden sphere in the night sky. It went from relatively low in the sky to really high and just disappeared., 11/19/2012
2012-11-04T20:30:00Z, Willowick, OH, Other, 5 minutes, Orange glowing objects in the sky, 11/19/2012
2012-11-03T23:30:00Z, Clayton, OH, Circle, Few minutes, Orange lights. I was seeing them through the tree line driving down my street at I was easing to the store. I drive faster to reach an, 11/4/2012
2012-11-02T23:00:00Z, Loveland, OH, Circle, 3 minutes, It just dissaperared., 11/4/2012
2012-10-30T22:00:00Z, Huber Heights, OH, Light, 10 minutes, "Orange lights over Huber Heights, Ohio.", 5/15/2013
2012-10-30T12:00:00Z, Brunswick, OH, Light, 30 minutes, Teal Green & Red Lights over the clouds in Brunswick Ohio, 10/30/2012
2012-10-27T22:05:00Z, Englewood, OH, Orb, 1 minutes, "Orange glowing ball in sky Englewood, Ohio.", 10/30/2012
2012-10-27T21:30:00Z, Springfield, OH, Circle, half hour, 10-27-12 Springfield Ohio 5 witnesses saw 12/15 red/orange objects moving thru sky with no noise in same path., 10/30/2012
2012-10-27T21:15:00Z, Toledo, OH, Orb, 45 minutes, Orbs in a circle and star like objects, 10/30/2012
2012-10-27T21:05:00Z, Franklin, OH, Circle, 3 minutes, Two large red lights over franklin ohio moving then vanished., 10/30/2012
2012-10-27T21:00:00Z, Springfield, OH, Light, 1 hour, "12 to 15 Orange, red lights over Spfld.Ohio confuse onlookers Sat. 27 2012", 10/30/2012
2012-10-24T22:45:00Z, Glenford, OH, Unknown, 3 minutes, Light in the sky, 10/30/2012
2012-10-24T21:16:00Z, Toledo, OH, Circle, , White star in sky flashing blue and red lights staying in one spot, 10/30/2012
2012-10-23T20:00:00Z, McArthur, OH, Sphere, 1-2 minutes, Saw two orange/yellow lights (orbs?) in the sky dimmed came back disappeared shortly, 10/30/2012
2012-10-22T17:30:00Z, Batavia, OH, Sphere, 20-60 seconds, Orange/Red Spheres seen by four people in Southwest Ohio, 10/30/2012
2012-10-22T00:05:00Z, Cincinnati, OH, Circle, 2 minutes, "Large colorful rapidly flashing ball of light in eastern Cincinnati, OH.", 10/30/2012
2012-10-21T23:30:00Z, Cleveland, OH, Disk, ~2 minutes, As I was driving my friend home we both saw what appeared to be an airplane on I-90 East towards Cleveland., 10/30/2012
2012-10-20T11:30:00Z, Brecksville (near), OH, Light, 2 minutes, As I was heading north on interstate 71 my daughter noticed a amber colored light in the sky... at first it was heading straight in our, 10/30/2012
2012-10-18T20:50:00Z, Bay Village, OH, Sphere, 10 minutes, "While taking an evening walk, I noticed a pair of two orange objects flying NNW in the sky below the cloud cover.", 10/30/2012
2012-10-16T22:00:00Z, Wooster, OH, Rectangle, 30 seconds, "Huge, quiet object over central Ohio", 10/30/2012
2012-10-08T20:15:00Z, Elyria, OH, Oval, 5 minutes, Big red/orange lights in the sky of Elyria, 10/30/2012
2012-10-07T21:05:00Z, Columbus, OH, Formation, 2 minutes, Four orange/red lights in changing formation viewed from the Short North, 10/30/2012
2012-10-06T10:00:00Z, Reynoldsburg, OH, Oval, 4 minutes, UFO over Reynoldsburg OH 10/6/12, 10/30/2012
2012-10-04T20:30:00Z, Dayton, OH, Orb, 1 hour, "Multiple high speed, high altitude lights over Dayton, Ohio.", 10/30/2012
2012-10-03T22:25:00Z, Columbus, OH, Sphere, 15 seconds, 2 spheres flying in formation, 10/30/2012
2012-09-29T22:20:00Z, Catawba, OH, Fireball, 4-6 minutes, "Six pulsating fireballs flying over Foxhaven Marina, Lake Erie and straight up out of sight.", 10/30/2012
2012-09-29T22:13:00Z, Ufica, OH, Orb, 1 1/2-2 seconds, 9/29/12 It was 10:13 pm at night and my father and i were heading home from town. We were only about a hundred yards from our drive wa, 10/30/2012
2012-09-29T21:15:00Z, Middletown, OH, Orb, 3 minutes, 4 Lights over Middletown, 10/30/2012
2012-09-29T21:00:00Z, Cincinnati, OH, Sphere, 20 seconds, ((HOAX??)) Orange ball moving at high speed in different directions ((anonymous report)), 9/30/2016
2012-09-29T01:00:00Z, Dayton, OH, Circle, 60 to 90 seconds, Round red object seen by two security officers then two fighter jets flew over area, 10/30/2012
2012-09-28T23:14:00Z, Newark, OH, Light, 15 seconds, Single orange light moving very fast W to E, 10/30/2012
2012-09-28T21:20:00Z, Cincinnati, OH, Light, 4 minutes, Looking from the west to the south east in cincinnati three lights that seemed to have a tail behind them were moving in a line. A lig, 10/30/2012
2012-09-28T20:00:00Z, Cincinnati, OH, Orb, 5 minutes, Silent Orb with rotaing ligths seen over strip mall in Finneytown Ohio, 10/30/2012
2012-09-27T20:35:00Z, Athens, OH, Fireball, 90 seconds, Close orange fiery object flying slow and low, 11/19/2012
2012-09-27T20:00:00Z, Beachwood, OH, Unknown, 1, Red and green triangle shaped lights, 10/30/2012
2012-09-23T22:50:00Z, Columbus, OH, Orb, 3 minutes, "Four red/orange orbs move erratically over Columbus, Ohio.", 9/24/2012
2012-09-22T23:18:00Z, Austinburg, OH, Unknown, Unknown, Eight to nine reddish-orange lights in night sky with seven stationary and two moving., 9/24/2012
2012-09-22T22:10:00Z, Youngstown, OH, Orb, 3 minutes, Orb like lights in pretty straight line, 10/30/2012
2012-09-22T21:56:00Z, Newark, OH, Sphere, <5 minutes, Sphere orange light anomaly in the sky, 9/24/2012
2012-09-22T21:50:00Z, Dublin, OH, Rectangle, 5 minutes, 9/22/2012 Saw around 20 objects that changed stages., 10/30/2012
2012-09-20T10:00:00Z, Maineville, OH, Cylinder, 3 seconds, Silver Cylinder Shape with verticle rings around - mostly likely normally transparent, 9/24/2012
2012-09-18T06:35:00Z, Morral, OH, Orb, 5 minutes, Flashing lights and bright white light in bathroom with me., 9/24/2012
2012-09-16T05:00:00Z, Liberty, OH, Triangle, 30 to 45 seconds, Object with dim red lights, 9/24/2012
2012-09-15T00:00:00Z, Cleves, OH, Triangle, one and a half minutes, ((HOAX??)Saw somethimg coming at me it hovered over my house look like a christas tree green red white lightssouds like chopper behind., 12/20/2012
2012-09-14T20:50:00Z, Howland, OH, Orb, 10 minute, About 30 red orbs/ in a checkmark formation/some droped out and came back into formation going NW, 9/24/2012
2012-09-14T20:45:00Z, Austintown, OH, Oval, 2 minutes, "Orangish colored object hovering in sky, then flew south.", 9/24/2012
2012-09-10T22:30:00Z, Geneva, OH, Light, 30 minutes, White and orange erratic moving lights in the night sky., 9/24/2012
2012-09-08T19:48:00Z, Pickerington, OH, Circle, 10 minutes, Orange-red lights in formation and moving silently across the sky., 9/24/2012
2012-09-06T20:37:00Z, Heath, OH, Disk, 2 minutes, 4 witnesses of a UFO, 10/30/2012
2012-09-04T00:00:00Z, Toledo, OH, Fireball, 5 minutes, "Orange/red no sound pulsating, moves fast and smooth", 10/30/2012
2012-09-02T23:00:00Z, Mentot, OH, Sphere, 2 minutes, Orange sphere over mentor ohio, 9/24/2012
2012-09-02T22:30:00Z, Dayton, OH, Triangle, 4 minutes, Yellowish/orange lights, 9/24/2012
2012-09-01T22:00:00Z, Bay Village, OH, Triangle, 5 minutes, "7 or more red triangles with one light, red flashing/pulsating, trailing behind", 9/30/2013
2012-09-01T00:00:00Z, Kellys Island, OH, Triangle, 10 seconds, "3 triangular shaped lights flying over the island, made two passes.", 9/24/2012
2012-08-29T21:00:00Z, Springboro, OH, Cross, 10 minutes, 4 cross shaped object always in formation in the sky west of springboro close to wright brothers airport. Mostly stationary and only mo, 10/30/2012
2012-08-29T00:31:00Z, Columbus, OH, Fireball, 1 minute, "Orange Glowing Orb or Fireball seen over Columbus OH, (North OSU Campus)", 9/24/2012
2012-08-27T21:25:00Z, Columbus, OH, Light, 10 minutes, Red light in the southern sky., 9/24/2012
2012-08-25T21:30:00Z, Elyria, OH, Fireball, 15 minutes, Firey orange orbs right over us!, 9/24/2012
2012-08-24T20:30:00Z, Beachwood, OH, Other, 2 minutes, "Flying object with green/red triangle lights sighted low in skyline over Beachwood, OH at 8:30pm", 9/24/2012
2012-08-23T23:55:00Z, Uniontown, OH, Fireball, 45 seconds - 1 minute, I was in my upstairs bathroom looking out of the window and I saw what appeared to be a teardrop shaped fireball moving northwest throu, 9/24/2012
2012-08-23T08:45:00Z, Garfield Heights, OH, Light, 3 minutes, Have been seeing orange lights in sky that flicker and go out., 9/24/2012
2012-08-22T23:00:00Z, Hilliard, OH, Unknown, 4 hours, "For the last several nights an object with circling lights has been seen stationary in the sky over hilliard, have seen several planes", 9/24/2012
2012-08-21T22:18:00Z, Columbus, OH, Fireball, 5 minutes, Teardrop fireball crosses path of plane., 9/24/2012
2012-08-21T21:30:00Z, Port Clinto, OH, Circle, 45-60 seconds, Circular orange/reddish objects above western Lake Erie 08.21.2012, 11/11/2013
2012-08-20T21:45:00Z, Willowick, OH, Sphere, 60 minutes, 4 orange spherical silent objects heading west across the NEohio night sky at 10:45pm, 9/24/2012
2012-08-19T23:00:00Z, Huber Heights, OH, Sphere, 10 minutes, "UFO over huber heights, ohio", 9/24/2012
2012-08-19T20:30:00Z, Wickliffe, OH, Light, 3 minutes, Circular light pattern over Lake Erie flying straight up toward sky eventually disappearing, 9/24/2012
2012-08-18T23:40:00Z, Columbus, OH, Sphere, 10-15 seconds, Orange shimmering object moving across night sky, 8/19/2012
2012-08-18T22:00:00Z, Columbus, OH, , 30 seconds, I saw strange lights in the southern sky of Columbus? It was a stream of lights formed a upside down spoon. It couldn't have been the b, 8/19/2012
2012-08-18T21:30:00Z, Kettering, OH, Circle, 10-15 seconds, Orange/red light in sky, 9/24/2012
2012-08-18T19:00:00Z, Maple Heights, OH, Unknown, 7 minutes, Stationary object in the sky which for 7 minutes which went straight up and disappeared., 10/30/2012
2012-08-18T09:47:00Z, Massillon, OH, Oval, 35, Saw 4 ufo's up close, 9/24/2012
2012-08-16T02:00:00Z, Bowling Green, OH, Triangle, 5 seconds, Giant white triangular UFO hovers over me for a 3 seconds then shoots off into the sky., 8/19/2012
2012-08-12T23:20:00Z, Defiance, OH, Circle, 30 mintues, Bright blue object moving randomly throughout the sky on the night of August 12, 8/19/2012
2012-08-12T21:40:00Z, Louisville, OH, Fireball, 45 seconds, Dimly, 8/19/2012
2012-08-12T00:50:00Z, Columbus, OH, Diamond, 3 min, Like nothing i have seen before, 8/19/2012
2012-08-10T21:20:00Z, Parma, OH, Sphere, 10 min, 7-10 pulsating white hot spheres with red pulsating centers move across the Parma sky., 8/19/2012
2012-08-08T21:00:00Z, Springfield, OH, Circle, 2 minutes, It was August 8 2012 me and my husband had just got married. We had are reception at the reservoir. The veiw was so beautiful we decide, 8/29/2014
2012-08-08T19:40:00Z, Seven Mile, OH, Formation, 30 plus, 3 light triangular formation stationary... approaching storm w/ heavy lightning..., 8/19/2012
2012-08-08T02:30:00Z, Columbus, OH, Sphere, 8 seconds, Orb in the night sky that accerated very fast, 8/19/2012
2012-08-07T23:00:00Z, Fairborn, OH, Fireball, 15 seconds, UFO above Fairborn Ohio no noise and not man made., 8/19/2012
2012-08-06T21:57:00Z, Newark, OH, Sphere, 3 minutes, Movind sw to ne, 8/19/2012
2012-08-06T21:57:00Z, Ripley, OH, Light, 4 minutes, Bright light moving accross the night sky., 8/19/2012
2012-08-06T21:55:00Z, Hubbard, OH, Circle, 9:55pm, Bright ball of light over skys in ohio valley., 8/19/2012
2012-08-06T21:00:00Z, Milan, OH, Circle, 3 seconds, Very fast bright orange light moving south to north., 4/4/2014
2012-08-04T21:00:00Z, Lewis Center, OH, Light, 5 minutes, I was walking my dogs and it dusk in Lewis Center Ohio not too far south of the Alum Creek Dam. I was with my husband who also saw the, 8/5/2012
2012-08-03T22:55:00Z, Bowling green, OH, Circle, 1-2 minutes, Large red object seen over northern ohio sept. 3rd around 11 pm, 9/24/2012
2012-08-01T22:10:00Z, Columbus, OH, Sphere, 10 seconds, Orange object with tail moving across night sky from north to south, 8/5/2012
2012-07-28T23:50:00Z, Trotwood/Dayton, OH, Diamond, 20 minutes, Bright object SHOT from sky onto earth while another hovered in the distance., 9/24/2012
2012-07-28T21:40:00Z, Dayton, OH, Sphere, 15 minutes, "Yellowish/orange spheres seen by 4 people in Dayton, Ohio.", 8/5/2012
2012-07-27T22:30:00Z, Hilliard, OH, Oval, 2 minutes, Six red/orange color lights., 8/5/2012
2012-07-25T00:00:00Z, Columbus, OH, Triangle, 3 seconds, I saw a huge triangular object with lights on the bottom flash across the sky and in like 2 seconds it was gone., 8/5/2012
2012-07-24T23:40:00Z, East Palestine, OH, Egg, 5 minutes, "Strange UFO sighting in East Palestine, Ohio on the night of July 24, 2012", 8/5/2012
2012-07-24T23:00:00Z, Lancaster, OH, Fireball, , We watched these ufos fly over us and stop in a formation of a triangle and each slowly fading away the brightest was the tip of the tr, 8/5/2012
2012-07-24T21:45:00Z, Cuyahoga Falls, OH, Triangle, 30 seconds, Craft with orange lights Triangle shapef 4 lights one in center like a flame and one each corner. Cuyahoga Falls Ohio 7/24/2012 21:45, 8/5/2012
2012-07-21T21:30:00Z, Senecaville, OH, Fireball, 15 seconds, Fireball in East Ohio, 8/5/2012
2012-07-20T22:00:00Z, Toledo (southeast), OH, Circle, 10 minutes, Bright red and green lights se of toledo ohio, 8/5/2012
2012-07-17T04:14:00Z, Hollansburg, OH, Fireball, 2:00, Fireball seen leaving bright strobing star., 8/5/2012
2012-07-17T01:25:00Z, North Dayton, OH, Other, 20 minutes, Brilliant multicolored UFO., 8/5/2012
2012-07-15T22:00:00Z, Gallipolis, OH, Sphere, 30 minutes, "While returning from an evening walk, a bright orange light caught my attention in the night sky . I realized it made no noise and had", 8/5/2012
2012-07-15T21:35:00Z, Columbus, OH, Light, 60-90 seconds, "Purple ball of light in night sky. Sunday, July 15, 2012. Columbus, OH.", 4/13/2017
2012-07-15T03:00:00Z, Columbus, OH, Egg, 15 minutes, Flying object in Columbus Ohio July 15th 3am., 8/5/2012
