Date/Time, City, State, Shape, Duration, Summary, Posted
1999-08-18T21:10:00Z, Grove City, OH, Oval, 10 minutes, "2 oval shaped objects with 3 jets following for about 10 minutes, then there was 12 black helicopters flying in same direction. Looked", 8/30/1999
1999-08-16T04:00:00Z, Toledo, OH, Light, 4 munites, three crafts looking like stars flying very high in sky.travaling from swest to neast., 8/30/1999
1999-08-14T12:00:00Z, Columbus, OH, Circle, 15 minutes, I called the radar installation but they would not tell me if or what they saw in my area.I called during the object's persence., 5/14/2002
1999-08-12T23:45:00Z, Put-in Bay, OH, Sphere, 13 Sec., A Dot shape flew halfway across the sky and made a Z shape and than went away., 8/19/2000
1999-08-12T23:00:00Z, Strausburg, OH, Triangle, 15 seconds, I saw a black triangular craft silently move across the night sky., 5/24/2005
1999-08-12T21:00:00Z, Marietta, OH, Fireball, 1-2 minits, "it was unbelevible as the ""craft"" fell from the night sky", 7/16/2003
1999-08-09T22:30:00Z, Columbus, OH, Flash, 2 seconds, 2 bright flashes in the sky., 12/20/2000
1999-08-01T12:00:00Z, South Point, OH, Egg, 5 minutes, bright egg shaped craft, 11/2/1999
1999-07-28T21:30:00Z, Dayton, OH, Other, 2 hours +, Summer of '99 Nostrodamus prophecy sighting near WPAFB, 5/15/2006
1999-07-27T22:00:00Z, Ravenna, OH, Disk, 1Minute, "Heard of sighting on WNIR FM 100.1 FM 7/27/99Witness was sprayed w/cool clear liquid.FBI takes his cloths/cleaning rags, hospital denie", 8/10/1999
1999-07-25T22:30:00Z, Cincinnati, OH, Flash, 10min, "I stepped outside because I heard a noise. It turned out to be nothing. As I was heading back inside to go to bed, I heard a plane ove", 8/10/1999
1999-07-23T22:30:00Z, Marietta, OH, Cigar, 30-45 sec., 2 craft appeared from the west chasing one another acrost the sky before they took off down the ohio riverand out of site, 8/30/1999
1999-07-18T01:00:00Z, "Columbus (north of, at the 160mile post)", OH, , 3sec, "high speed vehicles traveling north by northwest, spanning the horizon in seconds.", 8/10/1999
1999-07-17T23:00:00Z, Sandusky, OH, Orb, 30 min/ more, "Police officers and one other person, see green/blue orb over Sandusky shoeline, 4 people see the same object.", 2/5/2003
1999-07-12T23:30:00Z, Reynoldsburg, OH, Sphere, 45 min, "I was looking out my 3rd floor window and looked to the north west, toward the airport and saw bright lights floating just above the t", 7/14/1999
1999-07-10T00:55:00Z, Columbus, OH, Light, 25 minutes, "A light in the sky was seen moving slowly through the sky. After moving to the north, the light started to fade, moving away from us to", 7/14/1999
1999-07-09T15:00:00Z, Mentor, OH, Sphere, 2 min., "Saw sphere over treetops, thought it was moon, change colors, spin and split into two spheres", 10/2/1999
1999-07-07T23:05:00Z, Jeromesville, OH, Flash, 10-15 secs, while stargazing on a moonless night in a rural area both myself and father-in-law observed an intense white-light almost blinding. Aft, 7/14/1999
1999-07-07T11:23:00Z, Lisbon, OH, Light, 20 minutes, My mother called me out of the house to see a small light moving across the sky. I later saw another such object and my mother told me, 8/10/1999
1999-07-05T01:00:00Z, Peabels, OH, , 30 minits, At a family gathering We were star gazing .we saw a star start to move .ITwas bright white and very high .we thaught it was a secrit pl, 1/7/2000
1999-07-04T11:00:00Z, Fremont, OH, Circle, 4 th of july, a red oblect that moved fast that changed coler., 2/14/2006
1999-06-16T11:35:00Z, Columbus (event observed from Reynoldsburg), OH, Unknown, 30-45 Seconds, "Dark colored, high altitude, hover to slow NNW to fast West. Covered approx 45 degrees in about 10-12 seconds.", 9/19/2002
1999-06-15T00:00:00Z, Ashville (5 miles south of), OH, Light, 20-30 sec, "3 ""Stars"" - 2 moved closer together and one went through those two..", 3/21/2003
1999-06-11T04:00:00Z, Plain City, OH, Light, 10 Seconds, Dash accross the Sky, 6/23/1999
1999-06-01T22:00:00Z, Dayton, OH, Sphere, 5 minutes, "LARGE ROUND OBJECT, CLOSE TO THE GROUND, HOVERS IN MID AIR FOR SEVERAL MINUTES, THEN DIVES OFF BEHIND THE TREES IN DAYTON, OHIO", 7/1/2002
1999-06-01T21:00:00Z, Sandusky, OH, Rectangle, 5 seconds, "Large rectangular craft flew at an angle over my head, and disappeared into the horizon.", 3/19/2009
1999-06-01T19:00:00Z, Batavia, OH, Light, 1-2hr, ((HOAX??)) ufo 2007, 8/7/2007
1999-06-01T02:00:00Z, Lorain, OH, Light, 5 minutes, "Lorain, OH UFO emerges out of Lake Erie", 5/29/2012
1999-05-27T13:45:00Z, Troy, OH, Cigar, 1 minute, "Broad Daylight, clear day, saw a cigar-shaped object that looked metallic or silver hovering or floating in the sky", 6/23/1999
1999-05-25T02:45:00Z, Lorian, OH, Fireball, 0.2, "I WAS WORKING 2ND SHIFT, GOT OFF AT 2:00 WENT DOWN TO LAKE ERIE FOR SOME WALLEY FISHING.HAD ONLY BEEN THERE FOR 10 OR 15 MINUTES. NOW M", 10/11/2005
1999-05-21T16:00:00Z, Marion, OH, Sphere, 30 minutes, I have the message still and it is a matter of human security. 500 Lights On Object0: Yes, 12/20/2012
1999-05-16T12:45:00Z, Dayton, OH, Unknown, photo 1/250s, not a ufo...may have wormhole photo...please analyze for me..., 7/14/1999
1999-05-15T23:15:00Z, Massillon, OH, Light, 30 minutes*, Strobing lights brighter than usual ICAO ident lights., 5/24/1999
1999-05-15T12:00:00Z, Ashtabula, OH, Cigar, Very Brief, "Silver / White Cigar, height as plane, silent.", 3/4/2008
1999-05-13T22:00:00Z, Marion, OH, Circle, u.f.o. sighting, I saw a u.f.o. and It was greay and had colorful lights and they changed colors., 5/24/1999
1999-05-09T23:00:00Z, East Liverpool, OH, Disk, minute, "it was on mother's day of 1999, on my way home from my mother's house. i was on route 11, the exit before beaver creek state park. on", 12/2/2000
1999-05-01T23:10:00Z, Cleveland, OH, Diamond, , "From a distance, the object looked to be a true ufo. The lights seemed to circle the craft. When it came closer we seen three lights, o", 9/19/2002
1999-04-24T01:15:00Z, Columbus, OH, Circle, 10 min., "saw light orange objects moving south to north, then 4 more moving south to north, then turning west", 5/24/1999
1999-04-13T22:30:00Z, Youngstown, OH, Oval, aprox 8 min., A large oval glow hovering over a house was reported in Youngstown on a late April night., 8/16/2002
1999-04-11T04:00:00Z, Grove City, OH, Unknown, 7 minutes, "9 bright white to yellow to green light zipping across horizon, ungodly speed, hoover over my truck for 2 miles then took off. light wo", 4/26/1999
1999-03-16T23:30:00Z, Germantown, OH, Diamond, 2 min, I observed the object in the oprox location towqard the south west. the object was hovering above a farm house and then it procedded to, 4/26/1999
1999-03-14T00:45:00Z, Parma, OH, Triangle, 10 seconds, V-shaped object flying from South to North estimated to be at high altitude because high cirrus clouds visible through mostly clear ski, 4/2/1999
1999-03-12T05:10:00Z, Columbus, OH, Fireball, 30 minutes, 3 objects within 30 minutes, 4/2/1999
1999-03-12T00:45:00Z, Bellevue (east of), OH, Light, 20-30 sec., "I was driving west on rt. 20&18 when I seen a very bright light to the NW of my location, (about 5 miles E. of Bell. when suddenly it sh", 11/20/2002
1999-03-04T18:00:00Z, Niles, OH, Cigar, 10 minutes, "Witnessed cigar shaped objects with tails streaming behind them. Some were going up, others going down, some criss-crossed each other, ", 4/2/1999
1999-02-28T18:00:00Z, Fairborn, OH, Other, 3 minutes, "Approximately 500ft. in the air, just below a low cloud line, I saw a small grey spherical object hovering. It would be best described", 4/2/1999
1999-02-25T22:00:00Z, Dayton, OH, Changing, dunno, three lights apeered in the sky for 30 minutes and then shot out in different directions and disapeered in the darkness., 11/20/2002
1999-02-22T19:00:00Z, Otway, OH, Other, 20 minutes, "My girlfriend and I were just leaving to go out of town, when I noticed two large glowing orbs above my small lake. They seemed to ju", 12/2/2000
1999-02-18T23:20:00Z, Portage County, OH, Unknown, 4 minutes, "Object crossed over Highway I-76, Heading Northeast about 100 feet off the ground. The object moved very slowly, to slow for an airplan", 4/2/1999
1999-02-15T23:10:00Z, Ravenna, OH, Sphere, 5 seconds, "large green glowing sphere just appeared, zoomed down very fast in a straight line vertically then dissapeared.", 4/2/1999
1999-02-14T23:00:00Z, Ravenna/Macedonia (I-80 Ohio Turnpike), OH, Circle, seconds, "A very bright green light traveing vertically VERY fast, , then dissapeared", 4/2/1999
1999-02-14T10:22:00Z, Youngstown, OH, Light, 11:38, "While heading west on I-80, between Youngstown and Cleveland, we encountered something we can't explain...", 4/2/1999
1999-01-25T20:22:00Z, West Elkton, OH, Light, 10-15 minutes, "> We saw three large lights in the sky----from West Elkton, moving >towards Northern Road, heading for Hamilton. My son and I both", 9/6/2002
1999-01-16T16:00:00Z, Mentor on the Lake, OH, Sphere, 15 seconds, "Silently streaked in, did a figure 8 at the same speed and kept going in the same direction.", 4/26/1999
1998-12-27T10:30:00Z, Struthers, OH, Sphere, , We saw two sets of crosses composed of five luminous spheres each. One cross was slightly higher than the other. The spheres were of v, 4/26/1999
1998-12-21T06:30:00Z, Mansfield, OH, Sphere, 30 seconds, Pewter spheres over interstate, 3/18/2014
1998-12-18T00:25:00Z, Ironton, OH, , 5 to 10 seconds, If this was an aircraft I've no knowledge of the type., 12/9/2000
1998-12-15T22:00:00Z, Middletown, OH, Circle, 10-min, "I was driving to work at approx.22:00p.m. going down rte.4 heading toward Middletown, Ohio from Dayton, Ohio where I reside. as I approac", 1/29/2002
1998-12-15T15:15:00Z, Cincinnati, OH, Egg, 30secs., "It was fast, at a very high altitude. It looked very small and had an odd contrail. Clear sky.", 4/2/1999
1998-12-09T20:43:00Z, Chagrin Falls, OH, Light, 10 sec, "I was outside looking up at the western night sky at 8:43:30pm est, at about 2 o'clock high. I saw a small point of light move from the", 1/28/1999
1998-12-07T04:30:00Z, Medina, OH, Fireball, 5 - 10 seconds, "Red/Orange fire ball, Baseball size with sparks, smoke, and trail.", 2/16/1999
1998-12-06T07:30:00Z, Washington C.H., OH, Fireball, , We spotted a green fireball flying over the city as we were coming home from a near by resturant. It looked similiar to a fire work of, 1/28/1999
1998-12-02T17:00:00Z, Columbus, OH, Disk, 5 minutes, "It was a round/disk shaped object that reflected the sunlight. It was hovering at an angle. I say hovering cause it moved like that, no", 1/28/1999
1998-11-24T21:00:00Z, Ashland, OH, Triangle, 15 seconds, "Witnessed an immense, triangular object moving from North to South at a rate of speed never before seen while star-gazing.", 2/16/1999
1998-11-24T19:30:00Z, Kenton, OH, Formation, , it looked in the shape of a V with lights outlining the shape of a v, 1/28/1999
1998-11-24T19:15:00Z, Kenton, OH, Formation, 20sec., my wife and i were in the hottub this evening and i looked up into the clear night and was watching the stars when out of the north we, 2/16/1999
1998-11-17T21:00:00Z, Cleveland, OH, Egg, 2 minutes, I have utmost respect for Peter Davenport and his attempts to categorize and document UFO anomalies. I am also dumbfounded that my, 9/15/2005
1998-11-11T19:45:00Z, Akron, OH, Fireball, 90 seconds, "Looking at sky before entering work building. Observed orange fireball. Object was observed while standing in parking lot. Clear sky, n", 2/16/1999
1998-11-11T15:00:00Z, Dayton and Cincinnati (Between), OH, Fireball, Approx. 15 minutes, "Fireball in the sky. Looked comet-like. Then ""stopped"" because the ""tail"" of the comet-like object disappeard. Silver/gray and disc-", 11/19/1998
1998-10-31T19:00:00Z, "Interstate 80 (westbound, location unknown)", OH, Light, 45 minutes, "A strange light behind the clouds followed our car for at least 45 minutes, appearing and disappearing several times, for alomost the ent", 11/19/1998
1998-10-30T20:00:00Z, Kirtland, OH, Chevron, 2-3min., "semi-vee to boomerang shaped object forward edge, lit by a dozen dim white lights.two lights on rear.no sound very low altitude.", 2/1/2007
1998-10-22T18:40:00Z, Kenton/Bellcenter, OH, Disk, 20 seconds, "10/22/98 bellcenter ohio disk, 20 seconds, slow moving, west/north/west 4-5 mph degree of flight unknown!", 2/5/2003
1998-10-22T18:30:00Z, "Cincy (near, rural Ohio)", OH, Light, 15 min, A few years back in ohio..., 4/28/2001
1998-10-19T22:30:00Z, Antwerp, OH, Triangle, 10 minutes, Large Triangular UFO over Antwerp, 3/4/2008
1998-10-19T21:30:00Z, Defiance, OH, Triangle, 1 minute, I was pulling out of a drive when I noticed a triangular craft with a light at each corner two white one blue I pulled over to get a be, 11/1/1998
1998-10-15T21:15:00Z, Westlake, OH, Light, 60 seconds, "Witnessed flyby by a craft composed of six perfectly round, bright lights.", 1/28/1999
1998-10-13T06:00:00Z, Painesville twp, OH, Oval, 20 minutes, metallic sphere sitting upon surface of lake erie. silent and shimmering rotating appearance, 10/11/2005
1998-10-12T19:00:00Z, miamisburg, OH, Circle, 5 SECONDS, craft came from creek dipped approx 5 foot from van shot to the north - next week same time - 3 giant bubbles hanging above rd, 6/22/2022
1998-10-12T02:00:00Z, Miami Twp., OH, Other, 20 min., I work as a security officer and during my outside rounds I observed a white light in the northen sky. The weather was partly cloudy a, 2/16/1999
1998-09-28T04:39:00Z, Cincinnati, OH, Fireball, 5-10seconds, like shooting star or meteorite but had a rather long tail., 1/29/2002
1998-09-25T00:00:00Z, Marysville, OH, Disk, 10sec's., "red/orange in color, hovered for about 5 seconds, turned white and disappeared.", 9/26/1998
1998-09-24T01:30:00Z, Bowling Green, OH, Flash, 5 seconds, We saw a bright oval shaped flash of white light that traveled across the sky near the horizon., 9/26/1998
1998-08-29T21:30:00Z, West Salem, OH, Changing, 1 minute, "It had approx. 4 large lights, in a diamond shape that would blink, and immediately following it, a large burst of fire from the rear..", 11/1/1998
1998-08-27T01:30:00Z, Oregon, OH, Fireball, 1-2 minutes, "Bright Orange Fireball appeared in SW sky. Traveled slowly at about 30degrees across the southern sky toward the east. No sound, long t", 11/1/1998
1998-08-22T23:05:00Z, Xenia (app.10 Mi. E of Dayton), OH, Unknown, app. 30 sec., Standing in backyard with girlfriend. Saw yellow-orange dull glowing light traveling SE to NW at fantastic speed. Blinked out of view!!, 2/22/2002
1998-08-15T20:00:00Z, Toledo, OH, Unknown, 15 min, UFO at the Mall, 5/24/2005
1998-08-15T00:00:00Z, Deshler, OH, Rectangle, 1-2 seconds, "A brief flash of sight(like a cloaking device failed for a second) showed a building size craft with ""windows"". Beings were seen.", 11/20/2002
1998-08-13T21:43:00Z, New Riegel, OH, Other, , The craft was black with a stealth like figure., 2/16/1999
1998-08-12T03:15:00Z, Cleveland (above cei plant. public power.), OH, Diamond, "3, 4 min", hovering craft small yellow/white orb decends from middle bottom of craft 20/25 feet slowly rising back up to main craft.craft glows a, 11/19/1998
1998-07-21T23:19:00Z, Napoleon, OH, Unknown, 10 minutes, "It started as a ""cloud"" that had lights(red, green, yellow) and then branched out, then dissappeared. Several craft seen circling.", 2/16/2000
